,10. 10мВт.csv,11. 25мВт.csv,12. 50мВт.csv,17. контроль АЛА+.csv,19. контроль АЛА -.csv,1_1 А контроль АЛА 75мВт.csv,3_1 В 3мВт.csv,3_2 В 5мВт.csv,9. 15мВт.csv
0,0.9414541791714298,0.2309050290458238,0.5154103783191799,0.3483767715710605,0.3360871670629426,0.4925810724048629,0.4637603958784297,0.4724104749667884,0.5485501174490527
1,0.28093520755912,0.3178387535329804,0.4293497744318796,0.3149012974095501,0.343014625745695,0.3540237677785485,0.3376591196715165,0.2497039233130223,0.235904608227134
2,0.6635729490191979,0.4631512576579984,0.4078950096688535,0.5107149305871693,0.2057796093416554,0.1848471874898672,0.1662699285886086,0.3045824434151483,0.2440405389236539
3,0.4910866411745484,0.2471765557424102,0.2809867842677113,0.9420173743571324,0.4799474179716474,0.2340981032840746,0.3526663507012907,0.2900492157952388,0.1903847308192416
4,0.4693406594225729,0.2428588099882555,0.2526103914403663,0.2242543934827708,0.3517666665585631,0.3355444773141955,0.4541218713618607,0.2564589904888157,0.3696858576856435
5,0.5001050087045744,0.6050596461673946,0.4270796306617141,0.3768738582564543,0.8930205290266527,0.6384016777626037,0.4748281025035306,0.9977055690664532,0.2994758330036307
6,0.3503043509830006,0.1567636815446496,0.224720503450806,0.9950657825843294,0.1069666912954635,0.2050063542020755,0.4378188365236207,0.3188689332417575,0.210995143949061
7,0.4725530752581316,0.3748418030189513,0.3329466934200393,0.7572765025793116,0.3827022870330208,0.3205601877801882,0.267200305567852,0.2875044680013676,0.2657171356629176
8,0.4764618261206554,0.3346611068448379,0.2061746517512193,0.5811196540518628,0.4005137106479322,0.2859248713268881,0.3397898736244743,0.3371126501663899,0.3222119675963894
9,0.3824988565816647,0.4437331891386,0.2541946084734182,0.4960979882309596,0.3657212561658203,0.2445286025560102,0.4546448917004804,0.6572609624208612,0.2614183371363927
10,0.7772870925881319,0.3094928484166249,0.317673986495384,0.2077930643202756,0.2733679198381324,0.1800251989448827,0.5467547654370787,0.4371888863577551,0.4286844117502918
11,0.8304659364713616,0.2680874461408915,0.1564133773471868,0.3545564833707451,0.5599883889139092,0.2803433379557142,0.3133275140156507,0.3589349297367402,0.3800844382464244
12,0.5506108946325889,0.1436558262421884,0.3010587113954635,0.3031717784868536,0.5287199412127663,0.3662496149989469,0.2342202266998978,0.3275033298070559,0.3767773289827235
13,0.6071787235267048,0.2244784165760946,0.3484031432391937,0.9940951366044692,0.324401851072161,0.4476256039778469,0.216314307885638,0.3243747774889911,0.9591924796524351
14,0.1501420374007174,0.2670491581172411,0.5038064742891427,0.4856851800199846,0.3234872330348521,0.3305018308686153,0.4923669236789086,0.4874096818991411,0.3766676319175802
15,0.4993000378177272,0.2762468168591559,0.4791517412584348,0.6221146774624084,0.3800405241134068,0.4983707283115945,0.4300986993516044,0.4251700108532646,0.3623913758437819
16,0.4390944759049099,0.3785143163357251,0.2884239553784345,0.3905498999247028,0.3424640884740938,0.5048328764054459,0.5773785988139368,0.3776955758028363,0.2259713890303918
17,0.5804117281004348,0.2065136997962575,0.3587252143391168,0.6763011576437626,0.407184448529915,0.3363898760340054,0.1714730436142178,0.5018756515476558,0.2742161936294971
18,0.3927043392152845,0.4358856588271839,0.5156549220588664,0.1972779852684403,0.1747775375505026,0.5894669739641197,0.3883961435633784,0.5529397752523849,0.3729725502259051
19,0.5045398106715654,0.3771473116176755,0.3754006495148733,0.3378328648576733,0.3560635248327336,0.2708491108576972,0.1150969958817076,0.5352587381583545,0.216544560039458
20,0.5960575397152396,0.4613742845707884,0.3713690313472595,0.4763649002091076,0.2258699537816184,0.307838141474287,0.3473356327956555,0.4975041979471539,0.853606547855159
21,0.4708048540967384,0.1171865981143007,0.2605584681880424,0.9469060770328588,0.3238067568900701,0.4152688962179377,0.5491444656278719,0.382654931289977,0.2027681494657738
22,0.7875571469110078,0.1666833209242875,0.3456989163382316,0.4647172911233373,0.2815228617112476,0.5764410034925257,0.4015993253852904,0.5413487209589587,0.3075095806113163
23,0.1919454075446125,0.4737444141010024,0.2161312928012953,0.5321006441114217,0.2462024216934598,0.2665801783053618,0.4270676655870144,0.3830297159280738,0.2950107247244034
24,0.2238600423903574,0.6415587580992009,0.3976584911656569,0.4300331132917122,0.3598371280695475,0.4476087540450673,0.3495041233600486,0.3639113681571063,0.317628290466478
25,0.4117182366026207,0.2431453844429417,0.5461879073393023,0.3048680781344204,0.8729157513864815,0.2243625394666378,0.3207474041070481,0.3085124435450577,0.3211682462763264
26,0.7165972141590367,0.5876087379538333,0.3783982250376603,0.8495284405258837,0.1199838654872339,0.3858826739322777,0.3952187949561262,0.3667416061446749,0.1582162725779222
27,0.9285009453118328,0.3355420312399435,0.376935602405897,0.3782785873172572,0.3795910687427821,0.3483660695783774,0.3400586865012838,0.4824883937349782,0.3174178554905626
28,0.8322879966907392,0.2045162407171019,0.5815309296359216,0.2235261665845048,0.3749889475630682,0.1830900630673705,0.2277159397732339,0.5804342148882636,0.1740303522919896
29,0.7911314408749375,0.3891420957941141,0.5027718901028525,0.3640621133013677,0.2048619630245678,0.3948342654988123,0.2798246507191036,0.2734246791425633,0.2837962018602245
30,0.6395813263967737,0.4542383740420693,0.3079582416434765,0.4589639810927259,0.203548181457086,0.1451704243661701,0.3137937490164062,0.2350805699185552,0.2201214133702239
31,0.6049293406600432,0.2505008478107267,0.4750068301092932,0.5785857999082615,0.2596627617413257,0.3832093024687286,0.2431829732319598,0.4759820381498074,0.3526451321364876
32,0.4004127866640045,0.2205714826641202,0.5750603010871366,0.3215443719431929,0.5477342372132036,0.4301286701088601,0.4111918905779367,0.6679214780791183,0.4203257110710779
33,0.3269533108611679,0.657319759262864,0.7014634166995383,0.1414653739471896,0.6947206987794065,0.2376029191225012,0.4145706389003311,0.5036999492167817,0.0822541354816732
34,0.3135714120583859,0.422357103239793,0.5166538047309929,0.4520780646365041,0.2165987705237392,0.3313839919824759,0.459136742158508,0.5185071344998156,0.3989324488585611
