,10. 10мВт.csv,11. 25мВт.csv,12. 50мВт.csv,17. контроль АЛА+.csv,19. контроль АЛА -.csv,1_1 А контроль АЛА 75мВт.csv,3_1 В 3мВт.csv,3_2 В 5мВт.csv,9. 15мВт.csv
0,943.6916651851276,259.61644110580204,867.9805203826623,288.3917021146978,497.85382944236846,203.0273177825375,607.3616358289888,737.677732571262,431.1839240751814
1,434.387294612514,573.953198560558,621.9862445278852,205.26983138613951,471.97213363761904,205.001457155312,340.97205281876467,445.1619652289401,193.9000571496576
2,948.8865130481042,304.6379822637496,515.6737139436029,303.08777831917394,326.12505782067257,735.0198925438857,401.7998933049469,736.7550484816575,230.92664845610608
3,808.2051388799932,429.7050557090683,340.5702177341666,608.788931403561,1501.7880848897992,681.5310706373048,206.0856835455276,500.02873186336086,247.7059063976615
4,847.7845137545632,271.9727813464472,279.5153439534762,292.2834138267789,361.03988505080304,253.02257975641,613.0526611483605,685.3851426821418,198.41930887066687
5,693.5613382777,545.920305830522,617.4030964809906,330.8002767583646,1164.1180068199676,209.93897996714776,655.7652244297369,1211.1072369964747,260.411649281863
6,679.2974963495931,244.9009725608116,330.860814201103,701.9554973177494,822.7494755442505,607.196338204041,688.460484971558,573.8752900927433,200.90520152846943
7,548.9140401484775,395.271517257425,471.428426341711,254.73566936092595,564.7032110670261,661.9536991720696,445.2271385241525,369.0545785965222,177.8658687566942
8,895.896083944599,320.797411621328,316.7582318091954,333.5245997991093,585.9281414675759,453.7092850749002,357.6088259530692,340.0269205575316,196.3816787224276
9,741.2797844381935,397.83592501945753,341.15711766434066,1738.10136464557,628.9375034067099,495.2459702635752,390.7975453717023,642.9355225714013,253.9805578774364
10,383.4179464484675,259.2661419047361,236.23169954158948,394.4787968724981,508.2186299750112,452.8755854758905,922.324617725748,709.8397583349553,199.09495442028168
11,699.1202095850705,387.0092354038897,295.2653245899557,365.5854600809277,788.2038585569798,282.9782622169691,446.308108978452,729.2619855146169,276.08735545658084
12,671.7656253668645,308.2574922157071,334.35077957294453,384.8774583898484,882.552681650189,550.2761956816769,380.70901581967473,706.0682006622093,245.79231453745328
13,445.6978933165991,386.8520139803295,456.932899816013,975.752849605674,591.1208843415161,818.9312285997331,529.2194021762805,559.081337553263,611.6410041132054
14,303.1050857206219,334.38371448075594,755.6361307687899,463.7221645638649,169.82466988419088,590.5115820952885,456.2424039367812,582.832735520823,335.1021759959646
15,386.4219125006325,420.7724123738232,436.2605434122997,384.3133471873982,432.3178710133696,761.6954398873245,531.6433727798996,281.7704114426936,299.3453157754668
16,556.0748912775022,754.2380431614325,520.4749051174407,366.3746261230072,932.255221532175,690.4110527205868,502.2005618432502,706.1670671980887,279.03871652338023
17,700.570342869939,263.10589456460826,393.45752142957616,1045.8558104023118,980.9312551884336,545.6227702456633,506.4508511444565,562.5190739314958,361.5455177991541
